filepath,label
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes73.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes466.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes5109.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass348.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic396.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological576.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes508.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic72.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes405.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper477.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological811.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes812.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes300.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes834.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1044.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological916.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic338.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass1.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard35.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper215.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash675.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological901.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes701.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes714.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes58.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes365.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological913.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes763.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard194.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological303.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes703.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_289.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological924.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological658.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard200.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass36.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal277.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic667.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes436.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard96.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass165.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash296.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes735.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass192.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass172.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery799.jpg,2
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal225.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard320.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_375.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard43.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological836.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard301.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes568.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological40.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes149.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash674.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass694.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological452.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper688.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass211.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic625.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass11.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper436.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass36.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass620.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard371.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological857.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper23.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_287.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes454.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper632.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass148.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes589.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological733.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1048.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes620.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic43.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass540.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass266.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic406.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic217.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal265.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper946.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes411.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass69.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological26.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes20.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_324.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic267.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass17.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass626.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic152.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological30.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper26.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes622.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic162.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes15.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes789.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological587.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper658.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes211.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass217.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1041.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper765.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper517.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes462.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic339.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass260.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard264.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper657.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper39.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper887.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard167.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper748.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper27.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass220.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal192.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic394.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes514.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper523.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard308.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes6.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash227.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological373.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic134.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass163.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper764.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal40.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological225.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological880.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass279.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological839.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper690.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal331.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper643.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard324.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological785.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass771.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass122.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic634.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes677.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic146.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic343.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal228.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass117.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper317.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic769.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard195.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic519.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery929.jpg,2
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes495.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes75.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes689.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic750.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes178.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper708.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes810.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass246.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal195.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass288.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass22.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper816.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard226.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological336.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic33.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic540.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes341.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass128.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes485.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic218.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass53.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes799.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal309.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper503.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass128.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal205.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic75.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological325.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological574.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes256.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper321.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper927.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass346.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes787.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes559.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological762.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic50.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic272.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes749.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic24.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper759.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper230.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes706.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal297.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass243.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper495.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes416.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper819.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper689.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic151.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes322.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper736.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper608.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper910.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper638.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass186.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper1012.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic103.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic370.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes508.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes536.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_340.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper668.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper551.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological761.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass518.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard336.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes761.jpg,3
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery816.jpg,2
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological767.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper731.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes28.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass554.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic537.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological95.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass87.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper898.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery907.jpg,2
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash559.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard158.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic547.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1929.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic62.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass714.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass135.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes138.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass754.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological787.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard254.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological816.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass425.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass187.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes70.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper586.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_367.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic221.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass236.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass177.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\trash345.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass333.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes643.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass521.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological555.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1955.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper993.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal243.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper777.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes232.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic400.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes431.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic217.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass29.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard402.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass131.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological88.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper738.jpg,0
data\raw\Residuos contenedores\AMARILLO (Electronicos rechazo parcial)\battery878.jpg,2
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard296.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes13.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper721.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes240.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_317.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_309.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes197.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1977.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes654.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic432.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic862.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass195.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard211.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological875.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard291.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes463.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass226.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass608.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass38.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal324.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes259.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper550.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological84.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes50.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard303.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal36.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes219.jpg,3
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological534.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_390.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic308.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological257.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological461.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass283.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass199.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes16.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass773.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass172.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal199.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological168.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper565.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass578.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes399.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard250.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic670.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard229.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes187.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\white-glass595.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_308.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological757.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass475.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper607.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard54.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper665.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological9.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic710.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper836.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes278.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\shoes1951.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal_145.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper327.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic852.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic162.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic437.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal225.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological891.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes680.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\cardboard151.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic212.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper456.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper531.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes21.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper570.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological742.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic556.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\metal200.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes557.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass82.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes815.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper573.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic368.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological60.jpg,1
data\raw\Residuos contenedores\VERDE (Secos reciclables)\paper760.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\brown-glass457.jpg,0
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes477.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes348.jpg,3
data\raw\Residuos contenedores\VERDE (Secos reciclables)\green-glass551.jpg,0
data\raw\Residuos contenedores\VERDE (Secos reciclables)\plastic138.jpg,0
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological313.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological814.jpg,1
data\raw\Residuos contenedores\NEGRO (Humedos rechazo)\biological657.jpg,1
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes406.jpg,3
data\raw\Residuos contenedores\MARRON (Textil especial)\clothes583.jpg,3
